model,run_id,image_id,dimension,sample_idx,status,rating,prompt_hash,attempts,finish_reason,latency_ms,input_tokens,output_tokens,cost_usd,error,claimed_at,completed_at,raw_response,reasoning
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,arousal,16,done,2,6ebaa30d7d76d40c,1,stop,18868,553,1304,0.002722525,,2026-04-26 18:28:51.993032,2026-04-26 18:29:10.862552,"{""rating"": 2, ""reasoning"": ""The snowy, misty landscape and solitary walker create a serene, quiet atmosphere with minimal visual stimulation.""}","The snowy, misty landscape and solitary walker create a serene, quiet atmosphere with minimal visual stimulation."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,arousal,17,done,2,8bd6b78dfa6019be,1,stop,18902,552,1270,0.0026559,,2026-04-26 18:29:52.557696,2026-04-26 18:30:11.461004,"json
{""rating"": 2, ""reasoning"": ""The quiet, snowy path and solitary walker create a peaceful, low-stimulation atmosphere.""}
```","The quiet, snowy path and solitary walker create a peaceful, low-stimulation atmosphere."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,arousal,18,done,2,abed6b2ebcfbb6a2,1,stop,35421,553,881,0.001897675,,2026-04-26 18:30:51.627605,2026-04-26 18:31:27.051034,"```json
{
    ""rating"": 2,
    ""reasoning"": ""The solitary figure walking a dog through a quiet, snow-covered landscape with soft light evokes a sense of calm and stillness.""
}
```","The solitary figure walking a dog through a quiet, snow-covered landscape with soft light evokes a sense of calm and stillness."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,arousal,19,done,2,4af2f69b305e2de5,1,stop,20116,552,1446,0.0029991,,2026-04-26 18:31:52.880806,2026-04-26 18:32:12.999036,""": 2, ""reasoning"": ""The snowy, misty landscape and solitary walker create a serene, quiet, and low-intensity atmosphere.""}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,0,done,5,702e001f4af64f02,1,stop,19315,472,1186,0.0024661,,2026-04-26 18:13:07.501607,2026-04-26 18:13:26.818230,"```json
{
    ""rating"": 5,
    ""reasoning"": ""The serene winter scene with sunlight filtering through frost-covered trees evokes a sense of peace and calm positivity.""
}
```",The serene winter scene with sunlight filtering through frost-covered trees evokes a sense of peace and calm positivity.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,1,done,6,8ab6594daac5a85d,1,stop,11288,472,769,0.00165295,,2026-04-26 18:14:05.657073,2026-04-26 18:14:16.946913,"
    ""rating"": 6,
    ""reasoning"": ""The bright sunlight filtering through the snowy trees creates a peaceful and serene atmosphere.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,2,done,6,cfe2d65db91c7892,1,stop,11477,472,793,0.00169975,,2026-04-26 18:15:11.452718,2026-04-26 18:15:22.931831,"
{
    ""rating"": 6,
    ""reasoning"": ""The serene winter scene with soft sunlight and a peaceful walk evokes a sense of calm and tranquility.""
}
```",The serene winter scene with soft sunlight and a peaceful walk evokes a sense of calm and tranquility.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,3,done,6,f881c5265ba9db30,1,stop,8054,470,517,0.0011609,,2026-04-26 18:16:07.833416,2026-04-26 18:16:15.888891," 6, ""reasoning"": ""The serene winter landscape with soft sunlight and a person walking their dog evokes a sense of peace and quiet beauty.""}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,4,done,6,6148cd00c9bab431,1,stop,9351,474,593,0.0013104,,2026-04-26 18:17:09.603951,2026-04-26 18:17:18.956873,"```json
{
    ""rating"": 6,
    ""reasoning"": ""The serene snowy landscape and the peaceful activity of walking a dog evoke a sense of calm and beauty.""
}
```",The serene snowy landscape and the peaceful activity of walking a dog evoke a sense of calm and beauty.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,5,done,6,d307e6ecad92e061,1,stop,10661,472,722,0.0015613,,2026-04-26 18:18:05.590130,2026-04-26 18:18:16.252210,"```json
{
    ""rating"": 6,
    ""reasoning"": ""The serene winter landscape with soft sunlight filtering through the trees evokes a sense of calm beauty and peace.""
}
```",The serene winter landscape with soft sunlight filtering through the trees evokes a sense of calm beauty and peace.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,6,done,6,b52b3b0f2774d095,1,stop,6085,473,391,0.000916175,,2026-04-26 18:19:08.054633,2026-04-26 18:19:14.140982,"json
{
  ""rating"": 6,
  ""reasoning"": ""The scene of a person walking a dog on a sunlit, snowy path evokes a sense of peace and serenity.""
}
```","The scene of a person walking a dog on a sunlit, snowy path evokes a sense of peace and serenity."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,7,done,6,2c00ddf9cd533c94,1,stop,12095,472,877,0.00186355,,2026-04-26 18:20:06.544955,2026-04-26 18:20:18.641159,"json
{""rating"": 6, ""reasoning"": ""The serene scene of a person walking a dog in bright, sunlit snow evokes a peaceful and pleasant feeling.""}
```","The serene scene of a person walking a dog in bright, sunlit snow evokes a peaceful and pleasant feeling."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,8,done,6,f93e76e7e9a861e6,1,stop,4443,473,244,0.000629525,,2026-04-26 18:21:02.406203,2026-04-26 18:21:06.851062,"
    ""rating"": 6,
    ""reasoning"": ""The peaceful snowy scene with bright sunlight and a person walking their dog evokes a sense of serenity and calm.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,9,done,6,47749d472e50779e,1,stop,10234,471,653,0.001426425,,2026-04-26 18:22:02.423459,2026-04-26 18:22:12.658499,"
    ""rating"": 6,
    ""reasoning"": ""The serene winter scene with soft, hazy light and a person walking a dog evokes feelings of peace and tranquility.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,10,done,6,8efccc4ade77e23e,1,stop,14298,474,950,0.00200655,,2026-04-26 18:22:59.771073,2026-04-26 18:23:14.071079,""": 6,
    ""reasoning"": ""The serene winter scene with soft sunlight filtering through snow-covered trees evokes a sense of peace and natural beauty.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,11,done,6,f2e619d2a8975deb,1,stop,8306,472,548,0.001222,,2026-04-26 18:23:56.795976,2026-04-26 18:24:05.107423,""": 6,
    ""reasoning"": ""The serene winter scene with bright sunlight filtering through frosted trees evokes a sense of peace and beauty.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,12,done,5,fc2522e4066a591f,1,stop,11678,473,808,0.001729325,,2026-04-26 18:24:52.682506,2026-04-26 18:25:04.362200,"json
{
    ""rating"": 5,
    ""reasoning"": ""The serene winter scene with soft sunlight and a person walking a dog evokes a sense of peacefulness and calm.""
}
```",The serene winter scene with soft sunlight and a person walking a dog evokes a sense of peacefulness and calm.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,13,done,6,0173075413484346,1,stop,18032,470,1282,0.00265265,,2026-04-26 18:25:48.496467,2026-04-26 18:26:06.529965,"```json
{
    ""rating"": 6,
    ""reasoning"": ""The peaceful scene of a person walking a dog through a sunlit, snowy path evokes a sense of calm and moderate positivity.""
}
```","The peaceful scene of a person walking a dog through a sunlit, snowy path evokes a sense of calm and moderate positivity."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,14,done,6,5114c628595d666d,1,stop,11215,472,751,0.00161785,,2026-04-26 18:26:51.752494,2026-04-26 18:27:02.969018,"
{""rating"": 6, ""reasoning"": ""The serene, sunlit winter landscape and peaceful walk with a dog evoke a sense of calm and natural beauty.""}
```","The serene, sunlit winter landscape and peaceful walk with a dog evoke a sense of calm and natural beauty."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,15,done,6,be58c3709fa2cf58,1,stop,12200,474,804,0.00172185,,2026-04-26 18:27:52.660055,2026-04-26 18:28:04.861626,"```json
{
    ""rating"": 6,
    ""reasoning"": ""The bright sunlight filtering through the snowy trees and the peaceful walk with a dog evoke a serene, positive mood.""
}
```","The bright sunlight filtering through the snowy trees and the peaceful walk with a dog evoke a serene, positive mood."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,16,done,6,ba34b9fe57e9a671,1,stop,10586,474,704,0.00152685,,2026-04-26 18:28:52.067811,2026-04-26 18:29:02.655092,"```json
{
    ""rating"": 6,
    ""reasoning"": ""The serene winter scene with soft sunlight and a person walking a dog evokes feelings of peace and tranquility.""
}
```",The serene winter scene with soft sunlight and a person walking a dog evokes feelings of peace and tranquility.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,17,done,6,c3e4beee23da97b5,1,stop,10355,472,681,0.00148135,,2026-04-26 18:29:54.673012,2026-04-26 18:30:05.029496,"json
{""rating"": 6, ""reasoning"": ""The serene winter scene with sunlight filtering through snow-covered trees and a person walking a dog evokes a peaceful, positive feeling.""}
```","The serene winter scene with sunlight filtering through snow-covered trees and a person walking a dog evokes a peaceful, positive feeling."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,18,done,6,4367b911b12bd7e6,1,stop,14581,473,877,0.001863875,,2026-04-26 18:30:52.385716,2026-04-26 18:31:06.968077,"```json
{
  ""rating"": 6,
  ""reasoning"": ""The serene winter scene with soft sunlight and a person walking a dog evokes a sense of calm and peace.""
}
```",The serene winter scene with soft sunlight and a person walking a dog evokes a sense of calm and peace.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Neutral pose 2,valence,19,done,6,a498f01a0863e430,1,stop,26829,473,829,0.001770275,,2026-04-26 18:31:53.535394,2026-04-26 18:32:20.366021,"
{
    ""rating"": 6,
    ""reasoning"": ""Soft sunlight filtering through snowy trees and a peaceful walk with a dog evokes a calm, positive feeling.""
}
```","Soft sunlight filtering through snowy trees and a peaceful walk with a dog evokes a calm, positive feeling."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,0,done,5,04fa00a21d0bfe80,1,stop,16810,555,1132,0.002387775,,2026-04-26 18:13:07.589511,2026-04-26 18:13:24.400711,"{""rating"": 5, ""reasoning"": ""The intimate kiss and close embrace evoke feelings of excitement and passion, indicating a somewhat high level of arousal.""}","The intimate kiss and close embrace evoke feelings of excitement and passion, indicating a somewhat high level of arousal."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,1,done,5,6ddfc18f5fe1c1a4,1,stop,15781,554,1096,0.00231725,,2026-04-26 18:14:05.744180,2026-04-26 18:14:21.526418,"
    ""rating"": 5,
    ""reasoning"": ""The intimate kiss and close embrace convey a sense of romantic passion and moderate physical excitement.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,2,done,5,1b0e31610573e531,1,stop,10543,554,622,0.00139295,,2026-04-26 18:15:12.043863,2026-04-26 18:15:22.588954,"json
{
  ""rating"": 5,
  ""reasoning"": ""An intimate kiss between a couple evokes emotional excitement and physical connection.""
}
```",An intimate kiss between a couple evokes emotional excitement and physical connection.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,3,done,5,76052d739b45bd89,1,stop,21166,554,1650,0.00339755,,2026-04-26 18:16:08.167889,2026-04-26 18:16:29.337601,"```json
{""rating"": 5, ""reasoning"": ""The intimate kiss and embrace between the couple evoke romantic excitement and emotional engagement.""}
```",The intimate kiss and embrace between the couple evoke romantic excitement and emotional engagement.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,4,done,4,d7a62f3a407c61bf,1,stop,27142,552,1836,0.0037596,,2026-04-26 18:17:10.839628,2026-04-26 18:17:37.983607,"```json
{
    ""rating"": 4,
    ""reasoning"": ""The intimate embrace and kiss suggest a moderate level of emotional engagement without high-energy action.""
}
```",The intimate embrace and kiss suggest a moderate level of emotional engagement without high-energy action.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,5,done,5,5692fb3deccab7ac,1,stop,23484,555,1700,0.003495375,,2026-04-26 18:18:05.895958,2026-04-26 18:18:29.386845,"json
{
    ""rating"": 5,
    ""reasoning"": ""The intimate embrace and kiss depict a romantic interaction that is emotionally stimulating and exciting.""
}
```",The intimate embrace and kiss depict a romantic interaction that is emotionally stimulating and exciting.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,6,done,5,784e84d24b35e8f0,1,stop,14250,554,1064,0.00225485,,2026-04-26 18:19:08.738483,2026-04-26 18:19:22.989943,"json
{
    ""rating"": 5,
    ""reasoning"": ""The intimate and passionate nature of the kiss and embrace creates a sense of emotional excitement and stimulation.""
}
```",The intimate and passionate nature of the kiss and embrace creates a sense of emotional excitement and stimulation.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,7,done,5,ef613eaebc42a233,1,stop,12928,553,900,0.001934725,,2026-04-26 18:20:07.845529,2026-04-26 18:20:20.775808,""": 5, ""reasoning"": ""The intimate embrace and passionate kiss between the couple create a stimulating and emotionally engaging scene.""}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,8,done,5,12dc84cf67cf0e85,1,stop,25611,554,1898,0.00388115,,2026-04-26 18:21:02.669184,2026-04-26 18:21:28.282892,"json
{
    ""rating"": 5,
    ""reasoning"": ""The passionate kiss and close physical contact create a sense of romantic excitement and stimulation.""
}
```",The passionate kiss and close physical contact create a sense of romantic excitement and stimulation.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,9,done,5,b6bbdb34350e56d9,1,stop,20685,555,1444,0.002996175,,2026-04-26 18:22:03.308660,2026-04-26 18:22:23.994891,"
    ""rating"": 5,
    ""reasoning"": ""The intimate embrace and kiss depict a moment of romantic intensity, elevating arousal above a neutral state.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,10,done,5,5c25f5fc6f55fe75,1,stop,13944,555,1080,0.002286375,,2026-04-26 18:23:00.376788,2026-04-26 18:23:14.322063,"
  ""rating"": 5,
  ""reasoning"": ""The intimate embrace and kiss suggest a moderate level of emotional excitement and engagement.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,11,done,5,b17ef455aa56b283,1,stop,13338,553,804,0.001747525,,2026-04-26 18:23:57.144092,2026-04-26 18:24:10.483811,"json
{
    ""rating"": 5,
    ""reasoning"": ""The intimate embrace and passionate kiss depict an engaging, emotionally stimulating interaction.""
}
```","The intimate embrace and passionate kiss depict an engaging, emotionally stimulating interaction."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,12,done,5,7f73959e83ab2147,1,stop,13497,555,928,0.001989975,,2026-04-26 18:24:52.929387,2026-04-26 18:25:06.427330,"json
{""rating"": 5, ""reasoning"": ""The intimate embrace and passionate kiss evoke a stimulating emotional response, representing a moderately high level of arousal.""}
```","The intimate embrace and passionate kiss evoke a stimulating emotional response, representing a moderately high level of arousal."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,13,done,5,e6b2414a88545c01,1,stop,16506,554,1117,0.0023582,,2026-04-26 18:25:49.528738,2026-04-26 18:26:06.036221,"```json
{
  ""rating"": 5,
  ""reasoning"": ""The intimate embrace and kissing create a scene of moderate romantic intensity and excitement.""
}
```",The intimate embrace and kissing create a scene of moderate romantic intensity and excitement.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,14,done,5,af27780bb1d06232,1,stop,15689,553,1017,0.002162875,,2026-04-26 18:26:51.892630,2026-04-26 18:27:07.583477,"```json
{
    ""rating"": 5,
    ""reasoning"": ""The intimate embrace and passionate kiss suggest a moderate level of excitement and emotional intensity.""
}
```",The intimate embrace and passionate kiss suggest a moderate level of excitement and emotional intensity.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,15,done,5,9ec61b6357385e4a,1,stop,17631,552,1282,0.0026793,,2026-04-26 18:27:53.547603,2026-04-26 18:28:11.179998,"json
{
    ""rating"": 5,
    ""reasoning"": ""The intimate embrace and passionate kissing suggest a level of excitement and stimulation above neutral.""
}
```",The intimate embrace and passionate kissing suggest a level of excitement and stimulation above neutral.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,16,done,5,f6c771c486b21e05,1,stop,10398,553,588,0.001326325,,2026-04-26 18:28:52.188622,2026-04-26 18:29:02.587975,"```json
{
    ""rating"": 5,
    ""reasoning"": ""The image depicts a passionate kiss, which is an emotionally stimulating and physically intimate act.""
}
```","The image depicts a passionate kiss, which is an emotionally stimulating and physically intimate act."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,17,done,5,abe3257beb2c695f,1,stop,11811,555,793,0.001726725,,2026-04-26 18:29:57.479817,2026-04-26 18:30:09.293518,"```json
{
    ""rating"": 5,
    ""reasoning"": ""The intimate embrace and passionate kissing action suggest a level of emotional excitement and stimulation.""
}
```",The intimate embrace and passionate kissing action suggest a level of emotional excitement and stimulation.
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,18,done,5,84f451478b70f19a,1,stop,10699,554,667,0.0014807,,2026-04-26 18:30:54.196732,2026-04-26 18:31:04.897176,"```json
{
  ""rating"": 5,
  ""reasoning"": ""The intimate act of kissing and embracing suggests emotional intensity and romantic excitement, placing it above neutral arousal.""
}
```","The intimate act of kissing and embracing suggests emotional intensity and romantic excitement, placing it above neutral arousal."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,arousal,19,done,5,7a8cb5865f57cb32,1,stop,18510,554,1320,0.00275405,,2026-04-26 18:31:55.710116,2026-04-26 18:32:14.221277,"
    ""rating"": 5,
    ""reasoning"": ""The passionate embrace and kiss depict an emotionally intense and stimulating interaction.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,0,done,6,915975cdb368e8d0,1,stop,10544,474,597,0.0013182,,2026-04-26 18:13:07.764696,2026-04-26 18:13:18.310680,"json
{
    ""rating"": 6,
    ""reasoning"": ""The image depicts an intimate, romantic kiss between a couple, which evokes feelings of love and affection.""
}
```","The image depicts an intimate, romantic kiss between a couple, which evokes feelings of love and affection."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,1,done,7,6a0c5f3732050299,1,stop,6986,474,476,0.00108225,,2026-04-26 18:14:06.101401,2026-04-26 18:14:13.089114,"
  ""rating"": 7,
  ""reasoning"": ""The image depicts an intimate kiss between a couple, signifying love and affection.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,2,done,6,b851c1dd52e15287,1,stop,14059,474,1064,0.00222885,,2026-04-26 18:15:12.595136,2026-04-26 18:15:26.657353,"
    ""rating"": 6,
    ""reasoning"": ""The image depicts a romantic embrace and kiss between a couple, conveying warmth, intimacy, and affection.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,3,done,7,1985a30040c0a6af,1,stop,5959,473,371,0.000877175,,2026-04-26 18:16:09.656437,2026-04-26 18:16:15.617031,"```json
{
  ""rating"": 7,
  ""reasoning"": ""The image shows a couple sharing an intimate kiss and embrace, depicting love and affection.""
}
```","The image shows a couple sharing an intimate kiss and embrace, depicting love and affection."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,4,done,6,dbaf1e9e4ff41d9e,1,stop,12034,473,759,0.001633775,,2026-04-26 18:17:10.943356,2026-04-26 18:17:22.979330,""": 6,
    ""reasoning"": ""The image depicts a couple sharing an intimate kiss and embrace, conveying strong feelings of love and affection.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,5,done,6,047a1313d68c2798,1,stop,9572,474,675,0.0014703,,2026-04-26 18:18:06.132521,2026-04-26 18:18:15.706263,"json
{
    ""rating"": 6,
    ""reasoning"": ""The image depicts a romantic embrace and kiss, evoking strong positive feelings of intimacy and affection.""
}
```","The image depicts a romantic embrace and kiss, evoking strong positive feelings of intimacy and affection."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,6,done,6,5addf90e6bbef81e,1,stop,8368,472,504,0.0011362,,2026-04-26 18:19:09.436437,2026-04-26 18:19:17.805453,"json
{
    ""rating"": 6,
    ""reasoning"": ""The image depicts a couple sharing a romantic kiss and embrace, conveying strong feelings of love and intimacy.""
}
```","The image depicts a couple sharing a romantic kiss and embrace, conveying strong feelings of love and intimacy."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,7,done,6,374475fb8a00463a,1,stop,9487,473,614,0.001351025,,2026-04-26 18:20:09.227653,2026-04-26 18:20:18.716638," 6, ""reasoning"": ""The image depicts a romantic embrace and kiss, conveying strong feelings of affection and intimacy.""}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,8,done,6,189662bae79c2e40,1,stop,18108,471,1233,0.002557425,,2026-04-26 18:21:03.124265,2026-04-26 18:21:21.234151,"
    ""rating"": 6,
    ""reasoning"": ""The image depicts a couple sharing an intimate kiss and embrace, conveying strong feelings of romance and affection.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,9,done,6,32b0aeec5b594757,1,stop,12471,472,913,0.00193375,,2026-04-26 18:22:04.465706,2026-04-26 18:22:16.938607,"{
    ""rating"": 6,
    ""reasoning"": ""The image depicts an intimate and affectionate kiss between a couple, evoking feelings of love and romance.""
}
```","The image depicts an intimate and affectionate kiss between a couple, evoking feelings of love and romance."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,10,done,6,f1fe8f19002e4846,1,stop,10841,472,592,0.0013078,,2026-04-26 18:23:01.388621,2026-04-26 18:23:12.232331,"json
{
    ""rating"": 6,
    ""reasoning"": ""The image depicts a couple sharing an intimate kiss and embrace, symbolizing love and affection which are strongly positive emotions.""
}
```","The image depicts a couple sharing an intimate kiss and embrace, symbolizing love and affection which are strongly positive emotions."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,11,done,7,f3e4cab3345417f6,1,stop,8498,472,489,0.00110695,,2026-04-26 18:23:57.190254,2026-04-26 18:24:05.690168,""": 7,
    ""reasoning"": ""The image depicts a couple sharing an intimate kiss and embrace, which signifies love, connection, and strong positive affection.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,12,done,6,5499d14680ab0a4f,1,stop,16514,473,1045,0.002191475,,2026-04-26 18:24:52.982917,2026-04-26 18:25:09.498323,"```json
{
    ""rating"": 6,
    ""reasoning"": ""The image depicts a couple sharing an intimate kiss and embrace, conveying feelings of love and affection.""
}
```","The image depicts a couple sharing an intimate kiss and embrace, conveying feelings of love and affection."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,13,done,6,c3579318434bf490,1,stop,9215,471,492,0.001112475,,2026-04-26 18:25:51.192050,2026-04-26 18:26:00.409004,"
{
  ""rating"": 6,
  ""reasoning"": ""The image shows a couple sharing an intimate kiss, conveying strong feelings of love and affection.""
}
```","The image shows a couple sharing an intimate kiss, conveying strong feelings of love and affection."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,14,done,6,d1e989e4ee3a9df8,1,stop,12257,474,799,0.0017121,,2026-04-26 18:26:53.750039,2026-04-26 18:27:06.009283,"```json
{
    ""rating"": 6,
    ""reasoning"": ""The image depicts a couple sharing an intimate kiss, conveying strong feelings of love and affection.""
}
```","The image depicts a couple sharing an intimate kiss, conveying strong feelings of love and affection."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,15,done,6,ec532d201890d01a,1,stop,10491,473,663,0.001446575,,2026-04-26 18:27:54.325062,2026-04-26 18:28:04.818239,"
    ""rating"": 6,
    ""reasoning"": ""The image depicts a romantic kiss between a couple, evoking feelings of love, intimacy, and happiness.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,16,done,7,ced4ce0423490f2c,1,stop,8104,473,489,0.001107275,,2026-04-26 18:28:53.187114,2026-04-26 18:29:01.293287,"```json
{""rating"": 7, ""reasoning"": ""The image depicts a romantic and intimate kiss between a couple, evoking strong feelings of love and happiness.""}
```","The image depicts a romantic and intimate kiss between a couple, evoking strong feelings of love and happiness."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,17,done,6,43ce1385f6f72124,1,stop,10350,473,726,0.001569425,,2026-04-26 18:29:58.136840,2026-04-26 18:30:08.488398,"
    ""rating"": 6,
    ""reasoning"": ""The image depicts a couple sharing an intimate kiss and embrace, conveying strong feelings of love and affection.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,18,done,6,5b49369ac2d9e86e,1,stop,8472,472,532,0.0011908,,2026-04-26 18:30:54.512514,2026-04-26 18:31:02.986351,"
    ""rating"": 6,
    ""reasoning"": ""The image depicts a couple sharing an intimate kiss and embrace, signifying love and affection which evokes positive feelings.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude couple 3,valence,19,done,7,3569c1540dafc672,1,stop,9071,471,643,0.001406925,,2026-04-26 18:31:58.152540,2026-04-26 18:32:07.225693,"json
{""rating"": 7, ""reasoning"": ""The image depicts a couple sharing an intimate kiss, which conveys love, affection, and happiness.""}
```","The image depicts a couple sharing an intimate kiss, which conveys love, affection, and happiness."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude man 9,arousal,0,done,2,b68ec7588d1f0971,1,stop,14995,553,1071,0.002268175,,2026-04-26 18:13:09.295310,2026-04-26 18:13:24.292197,"```json
{
    ""rating"": 2,
    ""reasoning"": ""The black and white image features a static, quiet pose of a man looking down with his hand on his head, suggesting low energy and introspection.""
}
```","The black and white image features a static, quiet pose of a man looking down with his hand on his head, suggesting low energy and introspection."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude man 9,arousal,1,done,2,587128d6ec07dae3,1,stop,18213,555,1201,0.002522325,,2026-04-26 18:14:06.106703,2026-04-26 18:14:24.321663,"```json
{
    ""rating"": 2,
    ""reasoning"": ""The static pose, quiet indoor setting, and black-and-white medium create a calm, low-energy atmosphere.""
}
```","The static pose, quiet indoor setting, and black-and-white medium create a calm, low-energy atmosphere."
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude man 9,arousal,2,done,2,256e78d2fe1e62cd,1,stop,9845,555,680,0.001506375,,2026-04-26 18:15:13.357815,2026-04-26 18:15:23.204408,"
    ""rating"": 2,
    ""reasoning"": ""The black and white filter and the subject's static, contemplative pose suggest a quiet, low-energy state.""
}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude man 9,arousal,3,done,3,37fee64410c72380,1,stop,25488,554,1924,0.00393185,,2026-04-26 18:16:11.026617,2026-04-26 18:16:36.517004,""": 3, ""reasoning"": ""The black and white image features a static, contemplative pose with no dynamic action, indicating a low level of excitement.""}
```",
qwen3.6-plus,20260426-9d70__qwen3-6-plus,Nude man 9,arousal,4,done,2,cd64099f1c32c6d6,1,stop,10965,551,730,0.001602575,,2026-04-26 18:17:11.003752,2026-04-26 18:17:21.970937," ""rating"": 2,
  ""reasoning"": ""The static pose of a man holding his head suggests fatigue or quiet contemplation, indicating a low level of intensity.""
}
```",
